API_Name,sYear,ProductSaleGroup,Vet,AmountSold_g,InChIKey_string,PEC_gL,Desc_Short,Desc_Long
amisulpride,2019,Prescription,Human,83282.625,NTJOBXMMWNYJFB-UHFFFAOYSA-N,2.405802890017967e-8,antipsychotic,"atypical benzamide antipsychotic, antiemetic"
amitriptyline,2016,Prescription,Human,389459.21,KRMDCWKBEZIMAB-UHFFFAOYSA-N,1.1182740498037462e-7,antidepressant,"tricyclic antidepressant with sedative effects, also for pain syndromes"
amitriptyline,2017,Prescription,Human,392819.36,KRMDCWKBEZIMAB-UHFFFAOYSA-N,1.14340536092609e-7,antidepressant,"tricyclic antidepressant with sedative effects, also for pain syndromes"
amitriptyline,2018,Prescription,Human,388703.66500000004,KRMDCWKBEZIMAB-UHFFFAOYSA-N,1.1049373428322767e-7,antidepressant,"tricyclic antidepressant with sedative effects, also for pain syndromes"
amitriptyline,2019,Prescription,Human,425743.685,KRMDCWKBEZIMAB-UHFFFAOYSA-N,1.2298548320011515e-7,antidepressant,"tricyclic antidepressant with sedative effects, also for pain syndromes"
amlodipine,2016,Prescription,Human,435018.7804,HTIQEAQVCYTUBX-UHFFFAOYSA-N,1.249091562884325e-7,antihypertensive,"calcium channel blocker, dilates blood vessels, for angina, artery disease, hypertension"
amlodipine,2017,Prescription,Human,435269.7111,HTIQEAQVCYTUBX-UHFFFAOYSA-N,1.2669684129633794e-7,antihypertensive,"calcium channel blocker, dilates blood vessels, for angina, artery disease, hypertension"
amlodipine,2018,Prescription,Human,468062.1878,HTIQEAQVCYTUBX-UHFFFAOYSA-N,1.330523575248497e-7,antihypertensive,"calcium channel blocker, dilates blood vessels, for angina, artery disease, hypertension"
amlodipine,2019,Prescription,Human,523293.8289,HTIQEAQVCYTUBX-UHFFFAOYSA-N,1.5116500061041397e-7,antihypertensive,"calcium channel blocker, dilates blood vessels, for angina, artery disease, hypertension"
amorolfine,2016,OTC,Human,1636.5,MQHLMHIZUIDKOO-AYHJJNSGSA-N,4.6989657338026e-10,antifungal,topical antifungal
amorolfine,2016,Prescription,Human,1200,MQHLMHIZUIDKOO-AYHJJNSGSA-N,3.445621069699431e-10,antifungal,topical antifungal
amorolfine,2017,OTC,Human,1574.5500000000002,MQHLMHIZUIDKOO-AYHJJNSGSA-N,4.583147101115829e-10,antifungal,topical antifungal
amorolfine,2017,Prescription,Human,1230.5,MQHLMHIZUIDKOO-AYHJJNSGSA-N,3.581697950476661e-10,antifungal,topical antifungal
amorolfine,2018,OTC,Human,1747.35,MQHLMHIZUIDKOO-AYHJJNSGSA-N,4.967054442355151e-10,antifungal,topical antifungal
amorolfine,2018,Prescription,Human,1233.75,MQHLMHIZUIDKOO-AYHJJNSGSA-N,3.507084109225781e-10,antifungal,topical antifungal
amorolfine,2019,OTC,Human,1648.05,MQHLMHIZUIDKOO-AYHJJNSGSA-N,4.760757064146466e-10,antifungal,topical antifungal
amorolfine,2019,Prescription,Human,1229.25,MQHLMHIZUIDKOO-AYHJJNSGSA-N,3.5509606025921805e-10,antifungal,topical antifungal
amoxicillin,2016,Prescription,Human,2507626.75,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,7.20027630395159e-7,antibacterial,systemic penicillin antibiotic
amoxicillin,2016,Prescription,Vet,356437.2,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,1.0234562719538917e-7,antibacterial,systemic penicillin antibiotic
amoxicillin,2017,Prescription,Human,2498091.5,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,7.271360589722201e-7,antibacterial,systemic penicillin antibiotic
amoxicillin,2017,Prescription,Vet,275927.6,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,8.031607634294546e-8,antibacterial,systemic penicillin antibiotic
amoxicillin,2018,Prescription,Human,2433165.5,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,6.916568235190599e-7,antibacterial,systemic penicillin antibiotic
amoxicillin,2018,Prescription,Vet,260232.4,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,7.397421801383482e-8,antibacterial,systemic penicillin antibiotic
amoxicillin,2019,Prescription,Human,2586406,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,7.471405986014262e-7,antibacterial,systemic penicillin antibiotic
amoxicillin,2019,Prescription,Vet,264767.4,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,7.648392159859794e-8,antibacterial,systemic penicillin antibiotic
amphotericin B,2016,Prescription,Human,654.5,APKFDSVGJQXUKY-INPOYWNPSA-N,1.8792991584318981e-10,antifungal,polyene antifungal for systemic fungal and protozoal infections with severe side effects
amphotericin B,2017,Prescription,Human,449.5,APKFDSVGJQXUKY-INPOYWNPSA-N,1.3083894585447048e-10,antifungal,polyene antifungal for systemic fungal and protozoal infections with severe side effects
amphotericin B,2018,Prescription,Human,483,APKFDSVGJQXUKY-INPOYWNPSA-N,1.3729861193564758e-10,antifungal,polyene antifungal for systemic fungal and protozoal infections with severe side effects
amphotericin B,2019,Prescription,Human,492.5,APKFDSVGJQXUKY-INPOYWNPSA-N,1.4226952180407965e-10,antifungal,polyene antifungal for systemic fungal and protozoal infections with severe side effects
ampicillin,2016,Prescription,Human,481355,AVKUERGKIZMTKX-NJBDSQKTSA-N,1.3821391083376414e-7,antibacterial,systemic penicillin antibiotic
ampicillin,2017,Prescription,Human,497867.5,AVKUERGKIZMTKX-NJBDSQKTSA-N,1.4491759482803242e-7,antibacterial,systemic penicillin antibiotic
ampicillin,2018,Prescription,Human,107865,AVKUERGKIZMTKX-NJBDSQKTSA-N,3.06619353549454e-8,antibacterial,systemic penicillin antibiotic
amsacrine,2017,Prescription,Human,4.95,XCPGHVQEEXUHNC-UHFFFAOYSA-N,1.4408293258723668e-12,antineoplastic,"adult leukaemia therapy, inhibits DNA replication and transcription"
amsacrine,2018,Prescription,Human,3.69,XCPGHVQEEXUHNC-UHFFFAOYSA-N,1.048927283731966e-12,antineoplastic,"adult leukaemia therapy, inhibits DNA replication and transcription"
amsacrine,2019,Prescription,Human,2.835,XCPGHVQEEXUHNC-UHFFFAOYSA-N,8.189524757656158e-13,antineoplastic,"adult leukaemia therapy, inhibits DNA replication and transcription"
anagrelide,2016,Prescription,Human,101.95,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,2.927342233798808e-11,antineoplastic,treats overproduction of platelets
anagrelide,2017,Prescription,Human,103.55,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,3.0140985190723957e-11,antineoplastic,treats overproduction of platelets
anagrelide,2018,Prescription,Human,103.05,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,2.9293213167636613e-11,antineoplastic,treats overproduction of platelets
anagrelide,2019,Prescription,Human,107.9,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,3.1169302340426793e-11,antineoplastic,treats overproduction of platelets
anastrozole,2016,Prescription,Human,258.244,YBBLVLTVTVSKRW-UHFFFAOYSA-N,7.415091396028833e-11,sex hormone,estrogen agonist for breast cancer
anastrozole,2017,Prescription,Human,216.812,YBBLVLTVTVSKRW-UHFFFAOYSA-N,6.310890662647265e-11,sex hormone,estrogen agonist for breast cancer
anastrozole,2018,Prescription,Human,177.948,YBBLVLTVTVSKRW-UHFFFAOYSA-N,5.058387866816691e-11,sex hormone,estrogen agonist for breast cancer
anastrozole,2019,Prescription,Human,184.894,YBBLVLTVTVSKRW-UHFFFAOYSA-N,5.341072277044366e-11,sex hormone,estrogen agonist for breast cancer
anidulafungin,2016,Prescription,Human,768.5,JHVAMHSQVVQIOT-MFAJLEFUSA-N,2.206633160053344e-10,antifungal,echinocandin injected for candida blood and stomach infections
anidulafungin,2017,Prescription,Human,506.2,JHVAMHSQVVQIOT-MFAJLEFUSA-N,1.473429908599176e-10,antifungal,echinocandin injected for candida blood and stomach infections
anidulafungin,2018,Prescription,Human,906.7,JHVAMHSQVVQIOT-MFAJLEFUSA-N,2.577404791760904e-10,antifungal,echinocandin injected for candida blood and stomach infections
anidulafungin,2019,Prescription,Human,1058.2,JHVAMHSQVVQIOT-MFAJLEFUSA-N,3.0568448319406516e-10,antifungal,echinocandin injected for candida blood and stomach infections
antazoline,2016,OTC,Human,178.99,REYFJDPCWQRWAA-UHFFFAOYSA-N,5.139430960545843e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops"
antazoline,2016,Prescription,Human,178.11599999999999,REYFJDPCWQRWAA-UHFFFAOYSA-N,5.114335353754865e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops"
antazoline,2017,OTC,Human,183.943,REYFJDPCWQRWAA-UHFFFAOYSA-N,5.354150882604864e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops"
antazoline,2017,Prescription,Human,184.173,REYFJDPCWQRWAA-UHFFFAOYSA-N,5.360845645129119e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops"
antazoline,2018,OTC,Human,166.22199999999998,REYFJDPCWQRWAA-UHFFFAOYSA-N,4.725062085541865e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops"
antazoline,2018,Prescription,Human,180.537,REYFJDPCWQRWAA-UHFFFAOYSA-N,5.1319833339598365e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops"
antazoline,2019,OTC,Human,194.41,REYFJDPCWQRWAA-UHFFFAOYSA-N,5.6159629916611415e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops"
antazoline,2019,Prescription,Human,216.26999999999998,REYFJDPCWQRWAA-UHFFFAOYSA-N,6.247437457983412e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops"
apixaban,2016,Prescription,Human,88236.5689,QNZCBYKSOIHPEH-UHFFFAOYSA-N,2.533581507665213e-8,anticoagulant,"inhibits clotting, used for atrial fibrillation, DVT"
apixaban,2017,Prescription,Human,134931.107,QNZCBYKSOIHPEH-UHFFFAOYSA-N,3.927529210869135e-8,anticoagulant,"inhibits clotting, used for atrial fibrillation, DVT"
apixaban,2018,Prescription,Human,179092.2148,QNZCBYKSOIHPEH-UHFFFAOYSA-N,5.090913561184439e-8,anticoagulant,"inhibits clotting, used for atrial fibrillation, DVT"
apixaban,2019,Prescription,Human,224196.9254,QNZCBYKSOIHPEH-UHFFFAOYSA-N,6.47642423687369e-8,anticoagulant,"inhibits clotting, used for atrial fibrillation, DVT"
apomorphine,2016,Prescription,Human,621.15,VMWNQDUVQKEIOC-CYBMUJFWSA-N,1.783539606203168e-10,dopaminergic,"dopaminergic for Parkinson's, erectile dysfunction, substance abuse, canine emesis"
apomorphine,2017,Prescription,Human,737.25,VMWNQDUVQKEIOC-CYBMUJFWSA-N,2.1459624656553584e-10,dopaminergic,"dopaminergic for Parkinson's, erectile dysfunction, substance abuse, canine emesis"
apomorphine,2018,Prescription,Human,817.25,VMWNQDUVQKEIOC-CYBMUJFWSA-N,2.323132310650269e-10,dopaminergic,"dopaminergic for Parkinson's, erectile dysfunction, substance abuse, canine emesis"
apomorphine,2019,Prescription,Human,1014.95,VMWNQDUVQKEIOC-CYBMUJFWSA-N,2.931907637666003e-10,dopaminergic,"dopaminergic for Parkinson's, erectile dysfunction, substance abuse, canine emesis"
apraclonidine,2016,Prescription,Human,40.525,IEJXVRYNEISIKR-UHFFFAOYSA-N,1.163614948746412e-11,ophthalmological,reduces pressure in eye
apraclonidine,2017,Prescription,Human,30.07,IEJXVRYNEISIKR-UHFFFAOYSA-N,8.752674308885267e-12,ophthalmological,reduces pressure in eye
apraclonidine,2018,Prescription,Human,23.5,IEJXVRYNEISIKR-UHFFFAOYSA-N,6.6801602080491065e-12,ophthalmological,reduces pressure in eye
apraclonidine,2019,Prescription,Human,26.725,IEJXVRYNEISIKR-UHFFFAOYSA-N,7.720107553734069e-12,ophthalmological,reduces pressure in eye
apremilast,2016,Prescription,Human,342.96,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,9.847585017200974e-11,immunosuppressant,supresses immune system to reduce inflammation for psoriasis and psoriatic arthritis
apremilast,2017,Prescription,Human,377.28000000000003,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,1.098173915283084e-10,immunosuppressant,supresses immune system to reduce inflammation for psoriasis and psoriatic arthritis
apremilast,2018,Prescription,Human,165.12,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,4.6937363980981636e-11,immunosuppressant,supresses immune system to reduce inflammation for psoriasis and psoriatic arthritis
apremilast,2019,Prescription,Human,75.6,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,2.1838732687083088e-11,immunosuppressant,supresses immune system to reduce inflammation for psoriasis and psoriatic arthritis
aprepitant,2016,Prescription,Human,3657.135,ATALOFNDEOCMKK-OITMNORJSA-N,1.050091784227936e-9,antiemetic,used to prevent nausea and vomiting from chemotherapy
aprepitant,2017,Prescription,Human,1379.32,ATALOFNDEOCMKK-OITMNORJSA-N,4.014878193459137e-10,antiemetic,used to prevent nausea and vomiting from chemotherapy
aprepitant,2018,Prescription,Human,924.14,ATALOFNDEOCMKK-OITMNORJSA-N,2.626980108368724e-10,antiemetic,used to prevent nausea and vomiting from chemotherapy
aprepitant,2019,Prescription,Human,867.26,ATALOFNDEOCMKK-OITMNORJSA-N,2.505272395529058e-10,antiemetic,used to prevent nausea and vomiting from chemotherapy
aripiprazole,2016,Prescription,Human,22934.58255,CEUORZQYGODEFX-UHFFFAOYSA-N,6.585323404920076e-9,antipsychotic,"atypical antipsychotic for schizophrenia, bipolar, other mental disorders"
aripiprazole,2017,Prescription,Human,23956.4052,CEUORZQYGODEFX-UHFFFAOYSA-N,6.973149728210356e-9,antipsychotic,"atypical antipsychotic for schizophrenia, bipolar, other mental disorders"
aripiprazole,2018,Prescription,Human,24564.66095,CEUORZQYGODEFX-UHFFFAOYSA-N,6.982803004357777e-9,antipsychotic,"atypical antipsychotic for schizophrenia, bipolar, other mental disorders"
aripiprazole,2019,Prescription,Human,25654.9684,CEUORZQYGODEFX-UHFFFAOYSA-N,7.4110052511000495e-9,antipsychotic,"atypical antipsychotic for schizophrenia, bipolar, other mental disorders"
arsenic trioxide,2016,Prescription,Human,4.2,QTLQKAJBUDWPIB-UHFFFAOYSA-N,1.205967374394801e-12,antineoplastic,inorganic antineoplastic for acute promyelocytic leukaemia
arsenic trioxide,2017,Prescription,Human,7.5,QTLQKAJBUDWPIB-UHFFFAOYSA-N,2.1830747361702525e-12,antineoplastic,inorganic antineoplastic for acute promyelocytic leukaemia
arsenic trioxide,2018,Prescription,Human,1.2,QTLQKAJBUDWPIB-UHFFFAOYSA-N,3.411145638152735e-13,antineoplastic,inorganic antineoplastic for acute promyelocytic leukaemia
arsenic trioxide,2019,Prescription,Human,6.2,QTLQKAJBUDWPIB-UHFFFAOYSA-N,1.7910071780412057e-12,antineoplastic,inorganic antineoplastic for acute promyelocytic leukaemia
articaine,2016,Prescription,Human,106270.4,QTGIAADRBBLJGA-UHFFFAOYSA-N,3.051396077711554e-8,anaesthetic,amide-type local anaesthetic used for dental pain management
articaine,2017,Prescription,Human,96838.8,QTGIAADRBBLJGA-UHFFFAOYSA-N,2.8187511701472516e-8,anaesthetic,amide-type local anaesthetic used for dental pain management
articaine,2018,Prescription,Human,102442,QTGIAADRBBLJGA-UHFFFAOYSA-N,2.9120381788636876e-8,anaesthetic,amide-type local anaesthetic used for dental pain management
articaine,2019,Prescription,Human,104114.8,QTGIAADRBBLJGA-UHFFFAOYSA-N,3.0075863571020085e-8,anaesthetic,amide-type local anaesthetic used for dental pain management
asenapine,2016,Prescription,Human,118.2,VSWBSWWIRNCQIJ-GJZGRUSLSA-N,3.39393675365394e-11,antipsychotic,atypical antipsychotic for schizophrenia and bipolar disorder
asenapine,2017,Prescription,Human,74.1,VSWBSWWIRNCQIJ-GJZGRUSLSA-N,2.1568778393362094e-11,antipsychotic,atypical antipsychotic for schizophrenia and bipolar disorder
asenapine,2018,Prescription,Human,0.6,VSWBSWWIRNCQIJ-GJZGRUSLSA-N,1.7055728190763676e-13,antipsychotic,atypical antipsychotic for schizophrenia and bipolar disorder
ataluren,2016,Prescription,Human,1245,OOUGLTULBSNHNF-UHFFFAOYSA-N,3.5748318598131596e-10,other musculoskeletal,protein restoration therapy for Duchenne muscular dystrophy
ataluren,2017,Prescription,Human,1590,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.6281184406809354e-10,other musculoskeletal,protein restoration therapy for Duchenne muscular dystrophy
ataluren,2018,Prescription,Human,1593.75,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.5304278006716013e-10,other musculoskeletal,protein restoration therapy for Duchenne muscular dystrophy
ataluren,2019,Prescription,Human,1586.25,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.582234090593327e-10,other musculoskeletal,protein restoration therapy for Duchenne muscular dystrophy
atazanavir,2016,Prescription,Human,53994.450000000004,AXRYRYVKAWYZBR-GASGPIRDSA-N,1.5503701213902704e-8,antiviral,protease inhibitor for HIV
atazanavir,2017,Prescription,Human,32043,AXRYRYVKAWYZBR-GASGPIRDSA-N,9.326968502813787e-9,antiviral,protease inhibitor for HIV
atazanavir,2018,Prescription,Human,21825,AXRYRYVKAWYZBR-GASGPIRDSA-N,6.204021129390287e-9,antiviral,protease inhibitor for HIV
atazanavir,2019,Prescription,Human,18564,AXRYRYVKAWYZBR-GASGPIRDSA-N,5.3626221376059584e-9,antiviral,protease inhibitor for HIV
atenolol,2016,Prescription,Human,501458.971,METKIMKYRPQLGS-UHFFFAOYSA-N,1.4398646633894968e-7,beta blocker,beta blocker used for angina and hypertension
atenolol,2017,Prescription,Human,451634.084,METKIMKYRPQLGS-UHFFFAOYSA-N,1.314601278365058e-7,beta blocker,beta blocker used for angina and hypertension
atenolol,2018,Prescription,Human,395443.91599999997,METKIMKYRPQLGS-UHFFFAOYSA-N,1.124097324331197e-7,beta blocker,beta blocker used for angina and hypertension
atenolol,2019,Prescription,Human,358400.45499999996,METKIMKYRPQLGS-UHFFFAOYSA-N,1.035319012126184e-7,beta blocker,beta blocker used for angina and hypertension
atipamezole,2016,Prescription,Vet,307.6,HSWPZIDYAHLZDD-UHFFFAOYSA-N,8.83227534199621e-11,other,used for reversal of veterinary sedation
atipamezole,2017,Prescription,Vet,346.7,HSWPZIDYAHLZDD-UHFFFAOYSA-N,1.0091626813736354e-10,other,used for reversal of veterinary sedation
atipamezole,2018,Prescription,Vet,363.8,HSWPZIDYAHLZDD-UHFFFAOYSA-N,1.0341456526333043e-10,other,used for reversal of veterinary sedation
atipamezole,2019,Prescription,Vet,368.3,HSWPZIDYAHLZDD-UHFFFAOYSA-N,1.0639160381815744e-10,other,used for reversal of veterinary sedation
atomoxetine,2016,Prescription,Human,40642.945680000004,VHGCDTVCOLNTBX-QGZVFWFLSA-N,1.1670015830804791e-8,other nervous system,norepinephrine reuptake inhibitor for ADHD
atomoxetine,2017,Prescription,Human,40555.651,VHGCDTVCOLNTBX-QGZVFWFLSA-N,1.1804802280938378e-8,other nervous system,norepinephrine reuptake inhibitor for ADHD
atomoxetine,2018,Prescription,Human,39326.5652,VHGCDTVCOLNTBX-QGZVFWFLSA-N,1.1179053445459094e-8,other nervous system,norepinephrine reuptake inhibitor for ADHD
atomoxetine,2019,Prescription,Human,44075.1952,VHGCDTVCOLNTBX-QGZVFWFLSA-N,1.2732095318833435e-8,other nervous system,norepinephrine reuptake inhibitor for ADHD
atorvastatin,2016,Prescription,Human,2983202.8998,XUKUURHRXDUEBC-KAYWLYCHSA-N,8.565822305616101e-7,statin,"statin, used to regulate cholesterol and prevent cardiovascular disease"
atorvastatin,2017,Prescription,Human,3296228.5658,XUKUURHRXDUEBC-KAYWLYCHSA-N,9.594551075520914e-7,statin,"statin, used to regulate cholesterol and prevent cardiovascular disease"
atorvastatin,2018,Prescription,Human,3605848.4058,XUKUURHRXDUEBC-KAYWLYCHSA-N,1.025006171773722e-6,statin,"statin, used to regulate cholesterol and prevent cardiovascular disease"
atorvastatin,2019,Prescription,Human,3907533.054,XUKUURHRXDUEBC-KAYWLYCHSA-N,1.1287773787334314e-6,statin,"statin, used to regulate cholesterol and prevent cardiovascular disease"
atovaquone,2016,Prescription,Human,230454,BSJMWHQBCZFXBR-UHFFFAOYSA-N,6.617142983304273e-8,antibiotic,"quinone antibiotic for fungal pneumonia, toxoplasmosis, malaria, babesia"
atovaquone,2017,Prescription,Human,244364.25,BSJMWHQBCZFXBR-UHFFFAOYSA-N,7.112872274642555e-8,antibiotic,"quinone antibiotic for fungal pneumonia, toxoplasmosis, malaria, babesia"
atovaquone,2018,Prescription,Human,240341.25,BSJMWHQBCZFXBR-UHFFFAOYSA-N,6.831991721713967e-8,antibiotic,"quinone antibiotic for fungal pneumonia, toxoplasmosis, malaria, babesia"
atovaquone,2019,Prescription,Human,243922.5,BSJMWHQBCZFXBR-UHFFFAOYSA-N,7.046241102996065e-8,antibiotic,"quinone antibiotic for fungal pneumonia, toxoplasmosis, malaria, babesia"
atropine,2016,Prescription,Human,508.2525,RKUNBYITZUJHSG-PJPHBNEVSA-N,1.4593712689395084e-10,other,"anticholinergic for reducing saliva during surgery, eye disorders; antidote"
atropine,2017,Prescription,Human,471.785,RKUNBYITZUJHSG-PJPHBNEVSA-N,1.3732558858721104e-10,other,"anticholinergic for reducing saliva during surgery, eye disorders; antidote"
atropine,2018,Prescription,Human,420.61,RKUNBYITZUJHSG-PJPHBNEVSA-N,1.195634972386185e-10,other,"anticholinergic for reducing saliva during surgery, eye disorders; antidote"
atropine,2019,Prescription,Human,430.44,RKUNBYITZUJHSG-PJPHBNEVSA-N,1.2434211769613815e-10,other,"anticholinergic for reducing saliva during surgery, eye disorders; antidote"
avanafil,2017,Prescription,Human,516.8,WEAJZXNPAWBCOA-INIZCTEOSA-N,1.5042840315370487e-10,vasodilator,PDE5 inhibitor for erectile dysfunction
