API_Name,sYear,ProductSaleGroup,Vet,AmountSold_g,InChIKey_string,PEC_gL,Desc_Short,Desc_Long,B_Statement,P_Statement,PNEC_gL,RQ
ambrisentan,2018,Prescription,Human,126.6,OUJTZYPIHDYQMC-LJQANCHMSA-N,3.5987586482511356e-11,antihypertensive,endothelin receptor antagonist for pulmonary hypertension,low,NA,NA,NA
ambrisentan,2019,Prescription,Human,124.65,OUJTZYPIHDYQMC-LJQANCHMSA-N,3.600791044239295e-11,antihypertensive,endothelin receptor antagonist for pulmonary hypertension,low,NA,NA,NA
amfetamine,2016,Prescription,Human,2363.055,KWTSXDURSIMDCE-UHFFFAOYSA-N,6.78516008071549e-10,stimulant,CNS stimulant for ADHD,NA,NA,NA,NA
amfetamine,2017,Prescription,Human,2438.82,KWTSXDURSIMDCE-UHFFFAOYSA-N,7.098835104088981e-10,stimulant,CNS stimulant for ADHD,NA,NA,NA,NA
amfetamine,2018,Prescription,Human,2229.57,KWTSXDURSIMDCE-UHFFFAOYSA-N,6.337823317046829e-10,stimulant,CNS stimulant for ADHD,NA,NA,NA,NA
amfetamine,2019,Prescription,Human,2190,KWTSXDURSIMDCE-UHFFFAOYSA-N,6.326299548242322e-10,stimulant,CNS stimulant for ADHD,NA,NA,NA,NA
amifampridine,2016,Prescription,Human,100,OYTKINVCDFNREN-UHFFFAOYSA-N,2.8713508914161926e-11,other nervous system,cholinergic muscle stimulant used to treat some rare diseases,NA,NA,NA,NA
amifampridine,2017,Prescription,Human,132,OYTKINVCDFNREN-UHFFFAOYSA-N,3.8422115356596445e-11,other nervous system,cholinergic muscle stimulant used to treat some rare diseases,NA,NA,NA,NA
amifampridine,2018,Prescription,Human,208,OYTKINVCDFNREN-UHFFFAOYSA-N,5.912652439464741e-11,other nervous system,cholinergic muscle stimulant used to treat some rare diseases,NA,NA,NA,NA
amifampridine,2019,Prescription,Human,296,OYTKINVCDFNREN-UHFFFAOYSA-N,8.550614914519304e-11,other nervous system,cholinergic muscle stimulant used to treat some rare diseases,NA,NA,NA,NA
amiloride,2016,Prescription,Human,14693.575,XSDQTOBWRPYKKA-UHFFFAOYSA-N,4.219040967434068e-9,diuretic,"potassium-sparing diuretic used for high blood pressure, heart failure",low,NA,NA,NA
amiloride,2017,Prescription,Human,12526.4375,XSDQTOBWRPYKKA-UHFFFAOYSA-N,3.6461532320620876e-9,diuretic,"potassium-sparing diuretic used for high blood pressure, heart failure",low,NA,NA,NA
amiloride,2018,Prescription,Human,11403.3175,XSDQTOBWRPYKKA-UHFFFAOYSA-N,3.241531395882979e-9,diuretic,"potassium-sparing diuretic used for high blood pressure, heart failure",low,NA,NA,NA
amiloride,2019,Prescription,Human,9697.7625,XSDQTOBWRPYKKA-UHFFFAOYSA-N,2.80141326587723e-9,diuretic,"potassium-sparing diuretic used for high blood pressure, heart failure",low,NA,NA,NA
amiodarone,2016,Prescription,Human,292305.6,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,8.39311945125945e-8,cardiac,Group III antiarrhythmic for ventricular tachycardia or fibrillation,high,high,2.4e-7,0.3497133104691438
amiodarone,2017,Prescription,Human,302692.68,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,8.81067656708889e-8,cardiac,Group III antiarrhythmic for ventricular tachycardia or fibrillation,high,high,2.4e-7,0.3671115236287038
amiodarone,2018,Prescription,Human,314712.87,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,8.94609528142524e-8,cardiac,Group III antiarrhythmic for ventricular tachycardia or fibrillation,high,high,2.4e-7,0.37275397005938504
amiodarone,2019,Prescription,Human,339226.26,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,9.799301074839877e-8,cardiac,Group III antiarrhythmic for ventricular tachycardia or fibrillation,high,high,2.4e-7,0.40830421145166157
amisulpride,2016,Prescription,Human,77174.37,NTJOBXMMWNYJFB-UHFFFAOYSA-N,2.2159469609398305e-8,antipsychotic,"atypical benzamide antipsychotic, antiemetic",NA,NA,NA,NA
amisulpride,2017,Prescription,Human,78455.64,NTJOBXMMWNYJFB-UHFFFAOYSA-N,2.283660341254244e-8,antipsychotic,"atypical benzamide antipsychotic, antiemetic",NA,NA,NA,NA
amisulpride,2018,Prescription,Human,78187.365,NTJOBXMMWNYJFB-UHFFFAOYSA-N,2.222570742320049e-8,antipsychotic,"atypical benzamide antipsychotic, antiemetic",NA,NA,NA,NA
amisulpride,2019,Prescription,Human,83282.625,NTJOBXMMWNYJFB-UHFFFAOYSA-N,2.405802890017967e-8,antipsychotic,"atypical benzamide antipsychotic, antiemetic",NA,NA,NA,NA
amitriptyline,2016,Prescription,Human,389459.21,KRMDCWKBEZIMAB-UHFFFAOYSA-N,1.1182740498037463e-7,antidepressant,"tricyclic antidepressant with sedative effects, also for pain syndromes",high,NA,NA,NA
amitriptyline,2017,Prescription,Human,392819.36,KRMDCWKBEZIMAB-UHFFFAOYSA-N,1.14340536092609e-7,antidepressant,"tricyclic antidepressant with sedative effects, also for pain syndromes",high,NA,NA,NA
amitriptyline,2018,Prescription,Human,388703.665,KRMDCWKBEZIMAB-UHFFFAOYSA-N,1.1049373428322769e-7,antidepressant,"tricyclic antidepressant with sedative effects, also for pain syndromes",high,NA,NA,NA
amitriptyline,2019,Prescription,Human,425743.685,KRMDCWKBEZIMAB-UHFFFAOYSA-N,1.2298548320011518e-7,antidepressant,"tricyclic antidepressant with sedative effects, also for pain syndromes",high,NA,NA,NA
amlodipine,2016,Prescription,Human,435018.7804,HTIQEAQVCYTUBX-UHFFFAOYSA-N,1.249091562884325e-7,antihypertensive,"calcium channel blocker, dilates blood vessels, for angina, artery disease, hypertension",NA,NA,NA,NA
amlodipine,2017,Prescription,Human,435269.7111,HTIQEAQVCYTUBX-UHFFFAOYSA-N,1.2669684129633796e-7,antihypertensive,"calcium channel blocker, dilates blood vessels, for angina, artery disease, hypertension",NA,NA,NA,NA
amlodipine,2018,Prescription,Human,468062.1878,HTIQEAQVCYTUBX-UHFFFAOYSA-N,1.330523575248497e-7,antihypertensive,"calcium channel blocker, dilates blood vessels, for angina, artery disease, hypertension",NA,NA,NA,NA
amlodipine,2019,Prescription,Human,523293.8289,HTIQEAQVCYTUBX-UHFFFAOYSA-N,1.5116500061041397e-7,antihypertensive,"calcium channel blocker, dilates blood vessels, for angina, artery disease, hypertension",NA,NA,NA,NA
amorolfine,2016,OTC,Human,1636.5,MQHLMHIZUIDKOO-AYHJJNSGSA-N,4.698965733802601e-10,antifungal,topical antifungal,NA,NA,NA,NA
amorolfine,2016,Prescription,Human,1200,MQHLMHIZUIDKOO-AYHJJNSGSA-N,3.4456210696994305e-10,antifungal,topical antifungal,NA,NA,NA,NA
amorolfine,2017,OTC,Human,1574.5500000000002,MQHLMHIZUIDKOO-AYHJJNSGSA-N,4.583147101115829e-10,antifungal,topical antifungal,NA,NA,NA,NA
amorolfine,2017,Prescription,Human,1230.5,MQHLMHIZUIDKOO-AYHJJNSGSA-N,3.5816979504766606e-10,antifungal,topical antifungal,NA,NA,NA,NA
amorolfine,2018,OTC,Human,1747.35,MQHLMHIZUIDKOO-AYHJJNSGSA-N,4.96705444235515e-10,antifungal,topical antifungal,NA,NA,NA,NA
amorolfine,2018,Prescription,Human,1233.75,MQHLMHIZUIDKOO-AYHJJNSGSA-N,3.507084109225781e-10,antifungal,topical antifungal,NA,NA,NA,NA
amorolfine,2019,OTC,Human,1648.05,MQHLMHIZUIDKOO-AYHJJNSGSA-N,4.760757064146465e-10,antifungal,topical antifungal,NA,NA,NA,NA
amorolfine,2019,Prescription,Human,1229.25,MQHLMHIZUIDKOO-AYHJJNSGSA-N,3.55096060259218e-10,antifungal,topical antifungal,NA,NA,NA,NA
amoxicillin,2016,Prescription,Human,2507626.75,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,7.20027630395159e-7,antibacterial,systemic penicillin antibiotic,low,high,7.8e-8,9.231123466604604
amoxicillin,2016,Prescription,Vet,356437.2,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,1.0234562719538917e-7,antibacterial,systemic penicillin antibiotic,low,high,7.8e-8,1.3121234255819125
amoxicillin,2017,Prescription,Human,2498091.5,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,7.271360589722201e-7,antibacterial,systemic penicillin antibiotic,low,high,7.8e-8,9.322257166310514
amoxicillin,2017,Prescription,Vet,275927.6,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,8.031607634294547e-8,antibacterial,systemic penicillin antibiotic,low,high,7.8e-8,1.0296932864480188
amoxicillin,2018,Prescription,Human,2433165.5,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,6.916568235190599e-7,antibacterial,systemic penicillin antibiotic,low,high,7.8e-8,8.867395173321281
amoxicillin,2018,Prescription,Vet,260232.4,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,7.397421801383482e-8,antibacterial,systemic penicillin antibiotic,low,high,7.8e-8,0.9483874104337798
amoxicillin,2019,Prescription,Human,2586406,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,7.471405986014262e-7,antibacterial,systemic penicillin antibiotic,low,high,7.8e-8,9.578725623095208
amoxicillin,2019,Prescription,Vet,264767.4,LSQZJLSUYDQPKJ-NJBDSQKTSA-N,7.648392159859795e-8,antibacterial,systemic penicillin antibiotic,low,high,7.8e-8,0.9805630974179225
amphotericin B,2016,Prescription,Human,654.5,APKFDSVGJQXUKY-INPOYWNPSA-N,1.879299158431898e-10,antifungal,polyene antifungal for systemic fungal and protozoal infections with severe side effects,NA,NA,NA,NA
amphotericin B,2017,Prescription,Human,449.5,APKFDSVGJQXUKY-INPOYWNPSA-N,1.3083894585447048e-10,antifungal,polyene antifungal for systemic fungal and protozoal infections with severe side effects,NA,NA,NA,NA
amphotericin B,2018,Prescription,Human,483,APKFDSVGJQXUKY-INPOYWNPSA-N,1.3729861193564758e-10,antifungal,polyene antifungal for systemic fungal and protozoal infections with severe side effects,NA,NA,NA,NA
amphotericin B,2019,Prescription,Human,492.5,APKFDSVGJQXUKY-INPOYWNPSA-N,1.4226952180407962e-10,antifungal,polyene antifungal for systemic fungal and protozoal infections with severe side effects,NA,NA,NA,NA
ampicillin,2016,Prescription,Human,481355,AVKUERGKIZMTKX-NJBDSQKTSA-N,1.3821391083376416e-7,antibacterial,systemic penicillin antibiotic,NA,NA,NA,NA
ampicillin,2017,Prescription,Human,497867.5,AVKUERGKIZMTKX-NJBDSQKTSA-N,1.4491759482803242e-7,antibacterial,systemic penicillin antibiotic,NA,NA,NA,NA
ampicillin,2018,Prescription,Human,107865,AVKUERGKIZMTKX-NJBDSQKTSA-N,3.06619353549454e-8,antibacterial,systemic penicillin antibiotic,NA,NA,NA,NA
amsacrine,2017,Prescription,Human,4.95,XCPGHVQEEXUHNC-UHFFFAOYSA-N,1.4408293258723668e-12,antineoplastic,"adult leukaemia therapy, inhibits DNA replication and transcription",NA,NA,NA,NA
amsacrine,2018,Prescription,Human,3.69,XCPGHVQEEXUHNC-UHFFFAOYSA-N,1.048927283731966e-12,antineoplastic,"adult leukaemia therapy, inhibits DNA replication and transcription",NA,NA,NA,NA
amsacrine,2019,Prescription,Human,2.835,XCPGHVQEEXUHNC-UHFFFAOYSA-N,8.189524757656158e-13,antineoplastic,"adult leukaemia therapy, inhibits DNA replication and transcription",NA,NA,NA,NA
anagrelide,2016,Prescription,Human,101.95,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,2.9273422337988077e-11,antineoplastic,treats overproduction of platelets,NA,NA,NA,NA
anagrelide,2017,Prescription,Human,103.55,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,3.0140985190723957e-11,antineoplastic,treats overproduction of platelets,NA,NA,NA,NA
anagrelide,2018,Prescription,Human,103.05,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,2.9293213167636613e-11,antineoplastic,treats overproduction of platelets,NA,NA,NA,NA
anagrelide,2019,Prescription,Human,107.9,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,3.1169302340426793e-11,antineoplastic,treats overproduction of platelets,NA,NA,NA,NA
anastrozole,2016,Prescription,Human,258.244,YBBLVLTVTVSKRW-UHFFFAOYSA-N,7.415091396028832e-11,sex hormone,estrogen agonist for breast cancer,low,high,1e-6,7.415091396028832e-5
anastrozole,2017,Prescription,Human,216.812,YBBLVLTVTVSKRW-UHFFFAOYSA-N,6.310890662647265e-11,sex hormone,estrogen agonist for breast cancer,low,high,1e-6,6.310890662647265e-5
anastrozole,2018,Prescription,Human,177.948,YBBLVLTVTVSKRW-UHFFFAOYSA-N,5.0583878668166905e-11,sex hormone,estrogen agonist for breast cancer,low,high,1e-6,5.0583878668166906e-5
anastrozole,2019,Prescription,Human,184.894,YBBLVLTVTVSKRW-UHFFFAOYSA-N,5.341072277044366e-11,sex hormone,estrogen agonist for breast cancer,low,high,1e-6,5.341072277044366e-5
anidulafungin,2016,Prescription,Human,768.5,JHVAMHSQVVQIOT-MFAJLEFUSA-N,2.2066331600533438e-10,antifungal,echinocandin injected for candida blood and stomach infections,NA,NA,NA,NA
anidulafungin,2017,Prescription,Human,506.2,JHVAMHSQVVQIOT-MFAJLEFUSA-N,1.473429908599176e-10,antifungal,echinocandin injected for candida blood and stomach infections,NA,NA,NA,NA
anidulafungin,2018,Prescription,Human,906.7,JHVAMHSQVVQIOT-MFAJLEFUSA-N,2.5774047917609037e-10,antifungal,echinocandin injected for candida blood and stomach infections,NA,NA,NA,NA
anidulafungin,2019,Prescription,Human,1058.2,JHVAMHSQVVQIOT-MFAJLEFUSA-N,3.0568448319406516e-10,antifungal,echinocandin injected for candida blood and stomach infections,NA,NA,NA,NA
antazoline,2016,OTC,Human,178.99,REYFJDPCWQRWAA-UHFFFAOYSA-N,5.1394309605458425e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops",NA,NA,NA,NA
antazoline,2016,Prescription,Human,178.116,REYFJDPCWQRWAA-UHFFFAOYSA-N,5.1143353537548647e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops",NA,NA,NA,NA
antazoline,2017,OTC,Human,183.943,REYFJDPCWQRWAA-UHFFFAOYSA-N,5.3541508826048637e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops",NA,NA,NA,NA
antazoline,2017,Prescription,Human,184.173,REYFJDPCWQRWAA-UHFFFAOYSA-N,5.3608456451291186e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops",NA,NA,NA,NA
antazoline,2018,OTC,Human,166.22199999999998,REYFJDPCWQRWAA-UHFFFAOYSA-N,4.7250620855418647e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops",NA,NA,NA,NA
antazoline,2018,Prescription,Human,180.537,REYFJDPCWQRWAA-UHFFFAOYSA-N,5.1319833339598365e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops",NA,NA,NA,NA
antazoline,2019,OTC,Human,194.41,REYFJDPCWQRWAA-UHFFFAOYSA-N,5.6159629916611415e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops",NA,NA,NA,NA
antazoline,2019,Prescription,Human,216.27,REYFJDPCWQRWAA-UHFFFAOYSA-N,6.247437457983412e-11,antihistamine,"antihistamine for nasal congestion, allergic conjunctivitis and eye drops",NA,NA,NA,NA
apixaban,2016,Prescription,Human,88236.5689,QNZCBYKSOIHPEH-UHFFFAOYSA-N,2.533581507665213e-8,anticoagulant,"inhibits clotting, used for atrial fibrillation, DVT",low,moderate,3.6e-4,7.037726410181147e-5
apixaban,2017,Prescription,Human,134931.107,QNZCBYKSOIHPEH-UHFFFAOYSA-N,3.9275292108691354e-8,anticoagulant,"inhibits clotting, used for atrial fibrillation, DVT",low,moderate,3.6e-4,1.0909803363525375e-4
apixaban,2018,Prescription,Human,179092.2148,QNZCBYKSOIHPEH-UHFFFAOYSA-N,5.090913561184439e-8,anticoagulant,"inhibits clotting, used for atrial fibrillation, DVT",low,moderate,3.6e-4,1.4141426558845663e-4
apixaban,2019,Prescription,Human,224196.9254,QNZCBYKSOIHPEH-UHFFFAOYSA-N,6.47642423687369e-8,anticoagulant,"inhibits clotting, used for atrial fibrillation, DVT",low,moderate,3.6e-4,1.7990067324649136e-4
apomorphine,2016,Prescription,Human,621.15,VMWNQDUVQKEIOC-CYBMUJFWSA-N,1.7835396062031677e-10,dopaminergic,"dopaminergic for Parkinson's, erectile dysfunction, substance abuse, canine emesis",NA,NA,NA,NA
apomorphine,2017,Prescription,Human,737.25,VMWNQDUVQKEIOC-CYBMUJFWSA-N,2.1459624656553584e-10,dopaminergic,"dopaminergic for Parkinson's, erectile dysfunction, substance abuse, canine emesis",NA,NA,NA,NA
apomorphine,2018,Prescription,Human,817.25,VMWNQDUVQKEIOC-CYBMUJFWSA-N,2.3231323106502687e-10,dopaminergic,"dopaminergic for Parkinson's, erectile dysfunction, substance abuse, canine emesis",NA,NA,NA,NA
apomorphine,2019,Prescription,Human,1014.95,VMWNQDUVQKEIOC-CYBMUJFWSA-N,2.931907637666003e-10,dopaminergic,"dopaminergic for Parkinson's, erectile dysfunction, substance abuse, canine emesis",NA,NA,NA,NA
apraclonidine,2016,Prescription,Human,40.525,IEJXVRYNEISIKR-UHFFFAOYSA-N,1.163614948746412e-11,ophthalmological,reduces pressure in eye,low,NA,NA,NA
apraclonidine,2017,Prescription,Human,30.07,IEJXVRYNEISIKR-UHFFFAOYSA-N,8.752674308885267e-12,ophthalmological,reduces pressure in eye,low,NA,NA,NA
apraclonidine,2018,Prescription,Human,23.5,IEJXVRYNEISIKR-UHFFFAOYSA-N,6.6801602080491065e-12,ophthalmological,reduces pressure in eye,low,NA,NA,NA
apraclonidine,2019,Prescription,Human,26.725,IEJXVRYNEISIKR-UHFFFAOYSA-N,7.720107553734069e-12,ophthalmological,reduces pressure in eye,low,NA,NA,NA
apremilast,2016,Prescription,Human,342.96,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,9.847585017200974e-11,immunosuppressant,supresses immune system to reduce inflammation for psoriasis and psoriatic arthritis,NA,NA,NA,NA
apremilast,2017,Prescription,Human,377.28,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,1.098173915283084e-10,immunosuppressant,supresses immune system to reduce inflammation for psoriasis and psoriatic arthritis,NA,NA,NA,NA
apremilast,2018,Prescription,Human,165.12,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,4.693736398098163e-11,immunosuppressant,supresses immune system to reduce inflammation for psoriasis and psoriatic arthritis,NA,NA,NA,NA
apremilast,2019,Prescription,Human,75.6,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,2.1838732687083088e-11,immunosuppressant,supresses immune system to reduce inflammation for psoriasis and psoriatic arthritis,NA,NA,NA,NA
aprepitant,2016,Prescription,Human,3657.135,ATALOFNDEOCMKK-OITMNORJSA-N,1.0500917842279361e-9,antiemetic,used to prevent nausea and vomiting from chemotherapy,low,high,1.8e-6,5.833843245710757e-4
aprepitant,2017,Prescription,Human,1379.32,ATALOFNDEOCMKK-OITMNORJSA-N,4.014878193459137e-10,antiemetic,used to prevent nausea and vomiting from chemotherapy,low,high,1.8e-6,2.230487885255076e-4
aprepitant,2018,Prescription,Human,924.14,ATALOFNDEOCMKK-OITMNORJSA-N,2.626980108368724e-10,antiemetic,used to prevent nausea and vomiting from chemotherapy,low,high,1.8e-6,1.45943339353818e-4
aprepitant,2019,Prescription,Human,867.26,ATALOFNDEOCMKK-OITMNORJSA-N,2.505272395529058e-10,antiemetic,used to prevent nausea and vomiting from chemotherapy,low,high,1.8e-6,1.3918179975161435e-4
aripiprazole,2016,Prescription,Human,22934.58255,CEUORZQYGODEFX-UHFFFAOYSA-N,6.5853234049200765e-9,antipsychotic,"atypical antipsychotic for schizophrenia, bipolar, other mental disorders",low,moderate,2.61e-7,0.0252311241567819
aripiprazole,2017,Prescription,Human,23956.4052,CEUORZQYGODEFX-UHFFFAOYSA-N,6.973149728210356e-9,antipsychotic,"atypical antipsychotic for schizophrenia, bipolar, other mental disorders",low,moderate,2.61e-7,0.026717048767089482
aripiprazole,2018,Prescription,Human,24564.66095,CEUORZQYGODEFX-UHFFFAOYSA-N,6.982803004357777e-9,antipsychotic,"atypical antipsychotic for schizophrenia, bipolar, other mental disorders",low,moderate,2.61e-7,0.026754034499455084
aripiprazole,2019,Prescription,Human,25654.9684,CEUORZQYGODEFX-UHFFFAOYSA-N,7.411005251100049e-9,antipsychotic,"atypical antipsychotic for schizophrenia, bipolar, other mental disorders",low,moderate,2.61e-7,0.028394656134482943
arsenic trioxide,2016,Prescription,Human,4.2,QTLQKAJBUDWPIB-UHFFFAOYSA-N,1.205967374394801e-12,antineoplastic,inorganic antineoplastic for acute promyelocytic leukaemia,NA,NA,NA,NA
arsenic trioxide,2017,Prescription,Human,7.5,QTLQKAJBUDWPIB-UHFFFAOYSA-N,2.1830747361702525e-12,antineoplastic,inorganic antineoplastic for acute promyelocytic leukaemia,NA,NA,NA,NA
arsenic trioxide,2018,Prescription,Human,1.2,QTLQKAJBUDWPIB-UHFFFAOYSA-N,3.411145638152735e-13,antineoplastic,inorganic antineoplastic for acute promyelocytic leukaemia,NA,NA,NA,NA
arsenic trioxide,2019,Prescription,Human,6.2,QTLQKAJBUDWPIB-UHFFFAOYSA-N,1.7910071780412057e-12,antineoplastic,inorganic antineoplastic for acute promyelocytic leukaemia,NA,NA,NA,NA
articaine,2016,Prescription,Human,106270.4,QTGIAADRBBLJGA-UHFFFAOYSA-N,3.0513960777115544e-8,anaesthetic,amide-type local anaesthetic used for dental pain management,NA,NA,NA,NA
articaine,2017,Prescription,Human,96838.8,QTGIAADRBBLJGA-UHFFFAOYSA-N,2.8187511701472516e-8,anaesthetic,amide-type local anaesthetic used for dental pain management,NA,NA,NA,NA
articaine,2018,Prescription,Human,102442,QTGIAADRBBLJGA-UHFFFAOYSA-N,2.9120381788636876e-8,anaesthetic,amide-type local anaesthetic used for dental pain management,NA,NA,NA,NA
articaine,2019,Prescription,Human,104114.8,QTGIAADRBBLJGA-UHFFFAOYSA-N,3.0075863571020085e-8,anaesthetic,amide-type local anaesthetic used for dental pain management,NA,NA,NA,NA
asenapine,2016,Prescription,Human,118.2,VSWBSWWIRNCQIJ-GJZGRUSLSA-N,3.39393675365394e-11,antipsychotic,atypical antipsychotic for schizophrenia and bipolar disorder,NA,NA,NA,NA
asenapine,2017,Prescription,Human,74.1,VSWBSWWIRNCQIJ-GJZGRUSLSA-N,2.1568778393362097e-11,antipsychotic,atypical antipsychotic for schizophrenia and bipolar disorder,NA,NA,NA,NA
asenapine,2018,Prescription,Human,0.6,VSWBSWWIRNCQIJ-GJZGRUSLSA-N,1.7055728190763679e-13,antipsychotic,atypical antipsychotic for schizophrenia and bipolar disorder,NA,NA,NA,NA
ataluren,2016,Prescription,Human,1245,OOUGLTULBSNHNF-UHFFFAOYSA-N,3.5748318598131596e-10,other musculoskeletal,protein restoration therapy for Duchenne muscular dystrophy,NA,NA,NA,NA
ataluren,2017,Prescription,Human,1590,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.628118440680935e-10,other musculoskeletal,protein restoration therapy for Duchenne muscular dystrophy,NA,NA,NA,NA
ataluren,2018,Prescription,Human,1593.75,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.5304278006716013e-10,other musculoskeletal,protein restoration therapy for Duchenne muscular dystrophy,NA,NA,NA,NA
ataluren,2019,Prescription,Human,1586.25,OOUGLTULBSNHNF-UHFFFAOYSA-N,4.582234090593327e-10,other musculoskeletal,protein restoration therapy for Duchenne muscular dystrophy,NA,NA,NA,NA
atazanavir,2016,Prescription,Human,53994.45,AXRYRYVKAWYZBR-GASGPIRDSA-N,1.5503701213902704e-8,antiviral,protease inhibitor for HIV,NA,NA,NA,NA
