"scenario_number","county","Year_and_Population_Growth","WWT_Scenario","Risk_Type","API_Name","Risk_Bin","Probability"
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","1000-3000",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","estradiol","3000-inf",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","-inf-0",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","0-1",0.00492
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","1-3",0.00492
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","3-10",0.02954
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","10-30",0.07878
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","30-100",0.15763
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","100-300",0.25019
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","300-1000",0.31031
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","1000-3000",0.15688
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ethinylestradiol","3000-inf",0.00682
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","-inf-0",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","0-1",0.09529
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","1-3",0.08181
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","3-10",0.26906
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","10-30",0.41865
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","30-100",0.12602
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","100-300",0.00917
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","300-1000",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","1000-3000",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","diclofenac","3000-inf",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","-inf-0",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","0-1",0.00985
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","1-3",0.02627
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","3-10",0.07032
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","10-30",0.14041
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","30-100",0.29348
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","100-300",0.30138
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","300-1000",0.15828
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","1000-3000",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ibuprofen","3000-inf",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","-inf-0",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","0-1",0.13052
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","1-3",0.18411
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","3-10",0.39358
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","10-30",0.25391
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","30-100",0.03789
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","100-300",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","300-1000",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","1000-3000",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","paracetamol","3000-inf",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","-inf-0",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","0-1",0.30097
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","1-3",0.32887
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","3-10",0.33203
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","10-30",0.03813
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","30-100",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","100-300",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","300-1000",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","1000-3000",0
5,"Troms & Finnmark (Rural)","2050 & Low","Partial Upgrade","API_RQ_FW","ciprofloxacin","3000-inf",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","-inf-0",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","0-1",0.81587
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","1-3",0.11168
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","3-10",0.06681
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","10-30",0.00563
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","30-100",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","100-300",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","300-1000",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","1000-3000",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","estradiol","3000-inf",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","-inf-0",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","0-1",0.0156
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","1-3",0.0156
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","3-10",0.09362
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","10-30",0.24967
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","30-100",0.35561
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","100-300",0.23531
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","300-1000",0.03459
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","1000-3000",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ethinylestradiol","3000-inf",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","-inf-0",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","0-1",0.27951
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","1-3",0.25425
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","3-10",0.42392
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","10-30",0.04233
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","30-100",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","100-300",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","300-1000",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","1000-3000",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","diclofenac","3000-inf",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","-inf-0",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","0-1",0.03926
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","1-3",0.1047
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","3-10",0.25583
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","10-30",0.33535
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","30-100",0.24153
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","100-300",0.02333
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","300-1000",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","1000-3000",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ibuprofen","3000-inf",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","-inf-0",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","0-1",0.54987
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","1-3",0.35255
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","3-10",0.09171
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","10-30",0.00586
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","30-100",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","100-300",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","300-1000",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","1000-3000",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","paracetamol","3000-inf",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","-inf-0",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","0-1",0.5372
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","1-3",0.4628
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","3-10",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","10-30",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","30-100",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","100-300",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","300-1000",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","1000-3000",0
6,"Troms & Finnmark (Rural)","2050 & Low","Advanced Upgrade","API_RQ_FW","ciprofloxacin","3000-inf",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","estradiol","-inf-0",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","estradiol","0-1",0.66909
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","estradiol","1-3",0.05923
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","estradiol","3-10",0.10772
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","estradiol","10-30",0.10791
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","estradiol","30-100",0.05606
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","estradiol","100-300",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","estradiol","300-1000",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","estradiol","1000-3000",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","estradiol","3000-inf",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","-inf-0",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","0-1",0.00375
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","1-3",0.00375
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","3-10",0.0225
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","10-30",0.05999
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","30-100",0.13099
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","100-300",0.21198
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","300-1000",0.34878
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","1000-3000",0.20918
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ethinylestradiol","3000-inf",0.00909
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","diclofenac","-inf-0",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","diclofenac","0-1",0.06284
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","diclofenac","1-3",0.07188
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","diclofenac","3-10",0.18333
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","diclofenac","10-30",0.44963
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","diclofenac","30-100",0.21248
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","diclofenac","100-300",0.01984
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","diclofenac","300-1000",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","diclofenac","1000-3000",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","diclofenac","3000-inf",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","-inf-0",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","0-1",0.00728
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","1-3",0.01942
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","3-10",0.05205
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","10-30",0.10698
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","30-100",0.25846
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","100-300",0.34475
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","300-1000",0.21104
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","1000-3000",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ibuprofen","3000-inf",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","paracetamol","-inf-0",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","paracetamol","0-1",0.10474
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","paracetamol","1-3",0.10988
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","paracetamol","3-10",0.3961
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","paracetamol","10-30",0.33876
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","paracetamol","30-100",0.05052
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","paracetamol","100-300",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","paracetamol","300-1000",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","paracetamol","1000-3000",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","paracetamol","3000-inf",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","-inf-0",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","0-1",0.24636
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","1-3",0.25592
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","3-10",0.4045
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","10-30",0.09321
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","30-100",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","100-300",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","300-1000",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","1000-3000",0
7,"Troms & Finnmark (Rural)","2050 & Main","Baseline","API_RQ_FW","ciprofloxacin","3000-inf",0
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","-inf-0",0
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","0-1",0.68406
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","1-3",0.07049
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","3-10",0.11212
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","10-30",0.09128
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","30-100",0.04205
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","100-300",0
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","300-1000",0
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","1000-3000",0
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","estradiol","3000-inf",0
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","-inf-0",0
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","0-1",0.00492
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","1-3",0.00492
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","3-10",0.02954
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","10-30",0.07878
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","30-100",0.15763
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","100-300",0.25019
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","300-1000",0.31031
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","1000-3000",0.15688
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ethinylestradiol","3000-inf",0.00682
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","-inf-0",0
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","0-1",0.09529
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","1-3",0.08181
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","3-10",0.26906
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","10-30",0.41865
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","30-100",0.12602
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","100-300",0.00917
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","300-1000",0
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","1000-3000",0
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","diclofenac","3000-inf",0
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","-inf-0",0
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","0-1",0.00985
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","1-3",0.02627
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","3-10",0.07032
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","10-30",0.14041
8,"Troms & Finnmark (Rural)","2050 & Main","Partial Upgrade","API_RQ_FW","ibuprofen","30-100",0.29348
